"id","main_group","groupa","username","title","type","is_end","updatedt","isban","islock","published","isbad","pack_draft","pack_selling","status","fav","chapter","visitors_all","visitors"
"1623444","1","1","gtaeve","The Mask Singer นิยายมัธยมหน้ากาก","2","0","18/5/2017"," 5:58:30","0","1","N","0","0","0","0","86","20","3943","87"
"1628757","1","26","pig_k","[BTS x YOU] Ghost in school","2","0","3/6/2017"," 17:48:16","0","1","N","0","0","0","0","113","16","1259","70"
"1628758","1","26","Monqter","MARKBAM [SF]","2","0","23/4/2017"," 12:44:40","0","1","N","0","0","0","0","2","1","100","2"
"1622130","1","1","night-tiizz","TABOO&#10070;TIN รักเหลือร้าย ผู้ชายร้ายเหลือ [YAOI]","2","0","4/6/2017"," 19:32:44","0","1","N","0","0","0","0","973","5","6902","1786"
"1632138","1","0","naikuhaku","SUN","2","0","28/4/2017"," 15:03:31","0","1","N","0","0","0","0","1","0","5","0"
"1623983","1","4","giplove","Sex Is No Limit Hate","2","0","23/5/2017"," 2:40:58","0","1","N","0","0","0","0","6","7","132","4"
"1626907","1","26","toeytoey2546fah","Love In Magic Dream (Twice Minayeon)","2","0","3/6/2017"," 13:17:52","0","1","N","0","0","0","0","111","11","2023","156"
"1620754","1","22","petchpipee","ปลดสลักเจ้าอัคคี","2","0","15/4/2017"," 22:25:54","0","1","N","0","0","0","0","23","6","308","1"
"1632379","1","26","par-arpapat","BTS l FICTION UP TO ME","2","0","28/5/2017"," 0:06:12","0","1","N","0","0","0","0","0","2","16","0"
"1631447","1","0","Sakura_heartbeat","ห้องทดสอบ","2","0","27/4/2017"," 12:44:07","0","1","N","0","0","0","0","1","1","14","0"
"1615347","1","16","Shirubasodo","ขายนิยายราคาถูก คุณภาพดี","2","0","2/4/2017"," 13:37:22","0","1","N","0","0","0","0","0","1","31","0"
"1628487","1","2","Pimchanok_iii","JUNGKOOK X YOU #ฟิคโครตคูล","2","0","26/4/2017"," 13:19:01","0","1","N","0","0","0","0","18","1","104","2"
"1622693","1","2","juniorbeom","[ GOT7 ] - MARKBAM  เราหรือเวลา","2","0","14/4/2017"," 1:44:49","0","1","N","0","0","0","0","5","2","150","5"
"1620496","1","3","jinnaputlovely","บังเอิญเจอเธอก็เลยโดนรัก","2","0","10/4/2017"," 10:17:17","0","1","N","0","0","0","0","1","0","5","0"
"1621081","1","16","DETchannal","ฟีรีส นักปราชญ์แห่งโลกเวทย์มนต์","2","0","1/6/2017"," 18:29:01","0","1","N","0","0","0","0","13","4","83","26"
"1620888","1","26","mystery_lady","XO HOST CLUB (CHANBAEK)","2","0","11/4/2017"," 17:14:37","0","1","N","0","0","0","0","10","2","89","0"
"1618534","1","26","-mookwit","Because Of You เพราะเธอ  2Jae","2","0","8/4/2017"," 21:52:55","0","1","N","0","0","0","0","27","1","78","0"
"1616592","1","26","bbthow","Are you pregnant? #Markbam","2","0","4/4/2017"," 9:47:53","0","1","N","0","0","0","0","2","0","3","0"
"1620937","1","26","Pparkjimin","[BTSxYOU] PRODUCER","2","0","10/4/2017"," 22:41:57","0","1","N","0","0","0","0","0","0","2","0"
"1620916","1","4","pornteparya","Love but not love","2","0","18/4/2017"," 14:07:10","0","1","N","0","0","0","0","0","3","35","0"
"1625544","1","26","aoysea1904","[Fic NCT] Sungle :: #sl2am :: &#9824; 9012sl","2","0","18/4/2017"," 13:15:18","0","1","N","0","0","0","0","26","1","171","1"
"1632146","1","26","Simbaa1994","(EXO) Suffer  =Chanbaek Ft. hunhan =","2","0","1/5/2017"," 19:25:26","0","1","N","0","0","0","0","5","1","43","0"
"1615548","1","26","satoruhina","SF/OS GOT7 AllJB","2","0","4/5/2017"," 9:35:31","0","1","N","0","0","0","0","60","14","1860","52"
"1624764","1","2","notcar777","in love  แพ้ใจนายขี้เล่น","2","0","18/4/2017"," 7:52:01","0","1","N","0","0","0","0","0","1","7","0"
"1626452","1","26","aum156784455","[GOT7 YUGBAM] รักปลอมๆ feat.marknior","2","0","20/4/2017"," 13:25:51","0","1","N","0","0","0","0","9","5","100","1"
"1629364","1","30","GGO5599","ThenewlcgendinHogwarts-(Naruto)","2","0","24/4/2017"," 2:27:19","0","1","N","0","0","0","0","2","1","14","0"
"1630940","1","26","blue-friday","SF/OS HUNHAN :: THE GRAVITY","2","0","17/5/2017"," 18:27:48","0","1","N","0","0","0","0","3","0","85","1"
"1621792","1","22","first88","ตามหารักอันนิรันดร์","2","0","12/4/2017"," 10:29:52","0","1","N","0","0","0","0","0","1","1","0"
"1632880","1","0","Lolita_m","Once.. ครั้งหนึ่ง ตลอดกาล","2","0","30/4/2017"," 9:40:01","0","1","N","0","0","0","0","0","3","13","0"
"1620012","1","10","Manasicha_ninew","เมื่อผมต้องเป็นสาว!!","2","0","9/4/2017"," 16:59:34","0","1","N","0","0","0","0","1","1","5","0"
"1626750","1","0","Tangmay232541","รักฉันได้ไหม นายเพลย์บอย","2","0","19/4/2017"," 22:18:03","0","1","N","0","0","0","0","0","0","0","0"
"1621258","1","22","VIGTERKUNG","UNDERTALE THE FALLING HUMEN","2","0","11/4/2017"," 15:22:47","0","1","N","0","0","0","0","0","0","6","0"
"1623678","1","22","SRstory","Otome Game หวาดันหลุดเข้ามาในเกมจีบหนุ่ม","2","0","6/5/2017"," 18:03:22","0","1","N","0","0","0","0","55","9","779","4"
"1616652","2","4","cactus_wrt","แนวข้อสอบ TU 2560 by.ผู้เข้าสอบ TU80","2","0","4/4/2017"," 12:55:22","0","1","N","0","0","0","0","11","4","197","1"
"1616206","1","0","PearKamolpron","FIC Chanbaek KaiSoo HunHan FT. EXO "," BTS "," GOT7 "," NCT","2","0","13/4/2017"," 17:11:59","0","1","N","0","0","0","0","5","2","41","1"
"1630214","1","27","omsinkt","นิยาย[The Mask Singer]ดอกทานตะวันกับไม้ขีดไฟ(ระฆัง x พยาบาล)","1","0","27/4/2017"," 13:52:57","0","1","N","0","0","0","0","7","0","234","9"
"1615630","1","21","BoonyaAks","Grand international  โรงเรียนนานาชาติสแกนดิเนเวีย","2","0","21/4/2017"," 16:52:10","0","1","N","0","0","0","0","3","12","89","0"
"1618476","1","2","little-moo","ความรักของน้อง ((คน)) เล็ก","2","0","15/4/2017"," 20:22:25","0","1","N","0","0","0","0","1","4","35","1"
"1625108","1","12","Aibebew","สามีข้า  ท่านอย่าบ่นนักสิ","2","0","9/5/2017"," 14:38:01","0","1","N","0","0","0","0","375","10","4474","34"
"1627045","1","12","muanlah","*เจ้าชายในฝัน*","2","0","30/4/2017"," 21:04:16","0","1","N","0","0","0","0","6","5","296","10"
"1631289","1","21","noynar0123","เกรียนx2","2","0","27/4/2017"," 9:39:41","0","1","N","0","0","0","0","0","1","4","0"
"1617217","1","22","hanlice","(Ikon x Blackpink) In love รักอลวนคนสองร่าง","2","0","22/4/2017"," 0:21:57","0","1","N","0","0","0","0","36","4","593","8"
"1614712","1","0","fernrocker","คำในใจที่ถูกซ่อนเร้น listen me with your heart","2","0","1/4/2017"," 11:56:50","0","1","N","0","0","0","0","0","1","5","0"
"1624107","1","2","metero","[คำนึง] : เพราะความคิดถึงนั้นสำคัญ","2","0","1/6/2017"," 10:55:06","0","1","N","0","0","0","0","0","3","11","1"
"1616467","1","26","baz_dii","(NCT) HURT | NOMIN [จบแล้ว]","2","0","16/4/2017"," 18:20:42","0","1","N","0","0","0","0","1268","12","10524","56"
"1631274","1","26","Toeypcnm7","Os | SF : Rapper","2","0","29/5/2017"," 11:27:23","0","1","N","0","0","0","0","2","1","202","26"
"1615785","1","2","idea17647","Love of college inazuma eleven go ความรักของมหาลัยไรมง(เคียวเทน)  (จบ)","2","0","2/5/2017"," 18:05:44","0","1","N","0","0","0","0","32","15","1799","34"
"1632380","1","26","android_001","RUDE TOUCH &#9658;KOOKV","2","0","2/6/2017"," 20:56:24","0","1","N","0","0","0","0","290","5","2129","689"
"1617517","1","26","nueyploirungz","VKOOK | Parallel Lover&#10084;&#65039; #ขนานรักวีกุก","2","0","11/4/2017"," 22:52:00","0","1","N","0","0","0","0","25","4","219","1"
"1614615","1","23","zugarbabe","The Final Straw","2","0","5/5/2017"," 19:19:02","0","1","N","0","0","0","0","5","11","310","2"
"1633332","1","26","mxbm","แค่หวง/Apink chomi","1","0","3/5/2017"," 19:51:02","0","1","N","0","0","0","0","12","0","295","12"
"1633333","1","2","onetwo-yes","My baby รักผมเถอะคับ พี่สาว","2","0","1/5/2017"," 11:19:55","0","1","N","0","0","0","0","0","1","16","0"
"1620148","1","26","DMintO","[EXO:ChanSoo] เมื่อผมท้อง","1","0","20/4/2017"," 16:31:26","0","1","N","0","0","0","0","64","0","818","11"
"1619163","1","0","Pimdao1202","&#10084;See you &#10084; ยัยสาววิศวะสุดห้าวกับว่าที่คุณหมอสุดหล่อ","2","0","8/4/2017"," 0:51:44","0","1","N","0","0","0","0","2","3","34","0"
"1632107","3","0","BBT-SAKURA","...ห้องลองธีม...","2","0","28/4/2017"," 14:02:31","0","1","N","0","0","0","0","0","1","15","2"
"1615397","1","6","SalaryWrite","อาคมเทพศาสตรา","2","0","2/6/2017"," 20:03:20","0","1","N","0","0","0","0","1","15","164","9"
"1615398","1","30","sayarat246","fic fairy tail วันเวลาที่ผ่านเลยไปสายฝน","1","0","2/4/2017"," 16:56:04","0","1","N","0","0","0","0","6","0","421","9"
"1620249","1","12","sweet_pop_py","ชะตารัก...กลลิขิต","2","0","21/5/2017"," 21:33:16","0","1","N","0","0","0","0","518","18","11864","295"
"1628534","1","24","chacha2544","BD Online","2","0","27/4/2017"," 21:25:57","0","1","N","0","0","0","0","5","1","28","0"
"1623189","1","26","chuswag","chic & minimal style by Bnior &#9825; | JJP MB JJ","2","0","25/4/2017"," 21:03:30","0","1","N","0","0","0","0","50","3","280","1"
"1621266","1","26","WIWI-A","LOVE PATH [MarkBam]","2","0","2/5/2017"," 20:39:26","0","1","N","0","0","0","0","7","4","91","2"
"1626480","1","27","EndlesslySin","Lost memory - Durian x Crow [ AuFic TMS ]","2","0","23/4/2017"," 7:55:32","0","1","N","0","0","0","0","44","1","1305","31"
"1630715","1","26","kangjin","[Produce 101] Bear's Diary&#661;&#9825;&#729;&#7461;&#729;&#9825;&#660; [Kang Daniel x Lee Woojin]","2","0","28/5/2017"," 6:46:14","0","1","N","0","0","0","0","281","6","2724","119"
"1614631","1","26","10050","&#8226;EM Future&#8226; [ChanBaek] #อีเอ็มชบ","2","0","1/4/2017"," 16:34:35","0","1","N","0","0","0","0","13","1","46","0"
"1633318","1","26","ninewnew14449","EXO [SuHo x You] ปิ๊งรักยัยแฟนคลับคนจอมป่วน","2","0","3/6/2017"," 12:26:16","0","1","N","0","0","0","0","142","20","2079","319"
"1618374","1","4","WhanPL_99","#FicLuMin -Begin Again-","2","0","8/5/2017"," 8:00:42","0","1","N","0","0","0","0","5","3","670","2"
"1631175","1","16","Amshai","วงศาคณายักษ์","2","0","27/4/2017"," 2:04:08","0","1","N","0","0","0","0","1","1","24","1"
"1619024","1","26","Bemyjaming","My lollipop boys.[Heamin&Minle] ft.Nct Dream","2","0","15/4/2017"," 19:47:14","0","1","N","0","0","0","0","4","1","151","2"
"1617320","1","16","KyorakiToya","ผู้ครอบครองพลังแห่งรัตติกาล&#9474;Power of The Night","2","0","7/4/2017"," 12:12:10","0","1","N","0","0","0","0","30","4","672","11"
"1618303","1","24","457601","DreamOnline(หัดแต่ง)","2","0","6/4/2017"," 22:01:33","0","1","N","0","0","0","0","2","2","22","0"
"1618431","1","22","pimwieSiri","วิญญาณขาา!! ฉันรักคุณ!!","2","0","16/4/2017"," 20:24:18","0","1","N","0","0","0","0","0","2","10","0"
"1619003","1","4","igot7_fc","รัก หรือ เกลียด(เเจ็คเเจ)","2","0","9/4/2017"," 20:21:10","0","1","N","0","0","0","0","1","3","10","0"
"1620945","1","1","intuorn98","Free Trial #ทดลองเป็นเมียเด็ก","2","0","11/4/2017"," 12:21:16","0","1","N","0","0","0","0","9","0","8","0"
"1629357","1","10","imjicartoon","เรื่องขำๆของชะนีมีกรรม","2","0","24/4/2017"," 2:46:07","0","1","N","0","0","0","0","0","2","12","0"
"1627974","1","26","3058mild","SWAG || KAISOO","KAIDO (EXO)","2","0","7/5/2017"," 12:19:54","0","1","N","0","0","0","0","44","1","82","1"
"1627962","1","22","Nungmuaii","A little too much","2","0","21/4/2017"," 20:48:15","0","1","N","0","0","0","0","0","0","1","0"
"1633549","1","12","chinchang22","แรกภพ","2","0","30/4/2017"," 18:00:59","0","1","N","0","0","0","0","1","0","11","0"
"1615282","1","21","bobbyqsw","ออฟออฟ กันกัน","2","0","16/4/2017"," 21:47:43","0","1","N","0","0","0","0","64","5","3717","49"
"1631166","1","26","Arcadian3103","[Markbam] - Her Secret","2","0","26/5/2017"," 19:53:47","0","1","N","0","0","0","0","44","7","455","12"
"1619909","1","26","MBEABT","Try it [MarkBam] กว่าจะเจอมบ","2","0","19/4/2017"," 21:29:52","0","1","N","0","0","0","0","81","3","478","1"
"1627083","1","22","Lolicon255","ทำไมนางร้ายอย่างเราต้องเป็นผู้ชาย?","2","0","27/4/2017"," 17:27:22","0","1","N","0","0","0","0","27","3","331","6"
"1623432","1","26","mbendless","[GOT7] ตามสั่งมาร์คแบม","2","0","27/5/2017"," 23:06:59","0","1","N","0","0","0","0","162","4","1620","71"
"1630329","1","0","Ilucha-D-R","Kaminari : สายฟ้าสีแดง","2","0","26/4/2017"," 11:57:17","0","1","N","0","0","0","0","3","1","7","0"
"1630330","1","22","yumialice","บันทึกต้องห้ามแห่งกริมดาร์เลีย","2","0","25/4/2017"," 18:11:10","0","1","N","0","0","0","0","0","1","6","0"
"1631470","1","26","swagggg","[SF] Photographer [GFRIEND] {sowon x eunha}","2","0","27/5/2017"," 14:55:23","0","1","N","0","0","0","0","57","10","742","4"
"1622300","1","17","nfokrame8756","ข้ามมิติสู่โลกใหม่","2","0","2/6/2017"," 23:41:41","0","1","N","0","0","0","0","338","32","12038","1466"
"1622301","1","26","baekyeolnee","[ Hongwon x YOU ] #ฟิครอยยิ้มฮงวอน","2","0","16/4/2017"," 16:26:15","0","1","N","0","0","0","0","39","0","94","2"
"1625402","1","26","fernzh_wang","got7 sit down sir markbam","2","0","21/4/2017"," 14:44:03","0","1","N","0","0","0","0","11","2","127","1"
"1633115","1","22","FilArc","ข้ามภพประสบรัก","2","0","29/4/2017"," 22:41:41","0","1","N","0","0","0","0","2","0","3","0"
"1625864","1","0","MinMin_","Badboy | Kookmin (Ft.Hopega","Numjin)","2","0","18/4/2017"," 19:06:02","0","1","N","0","0","0","0","12","1","280","7"
"1621324","1","0","babybentenzly","6 Sense House - B.A.P [BangDae-LoJae-HimUp]","2","0","4/5/2017"," 23:05:22","0","1","N","0","0","0","0","22","6","386","6"
"1621320","1","26","Junkai-jaemin","(Nct)โรงเรียนนักเรียนนักเรียนหารัก|NoMin","2","0","11/4/2017"," 17:02:59","0","1","N","0","0","0","0","1","0","4","0"
"1622608","1","0","Miew1234567","{BTS GOT7 B.A.P X YOU} fic short","2","0","25/4/2017"," 21:10:00","0","1","N","0","0","0","0","4","0","9","0"
"1617597","1","26","akiyashiro94","[BTS] -MY STORY- [yoonmin]","2","0","5/4/2017"," 21:33:35","0","1","N","0","0","0","0","8","1","43","0"
"1617602","1","0","Anloria","creator characters of me","2","0","9/4/2017"," 17:21:08","0","0","N","0","0","0","0","0","2","59","0"
"1615791","1","26","pitchayada2521","[FIC] BTSซีรี่ย์ครอบครัวตัวป่วน KOOKMIN NAMJIN HOPEGA","2","0","1/5/2017"," 22:35:26","0","1","N","0","0","0","0","208","17","2101","6"
"1615792","1","22","lovetiwetiwe","(ลาฟลอร่าxโนอาร์) ปีศาจหรือนางฟ้ากัน ถึงน่ารักอย่างนี่","2","0","8/5/2017"," 23:36:29","0","1","N","0","0","0","0","54","12","1916","39"
"1630202","1","24","Snowmanzaa1123","The  GalaxyGun SurvivalGame ONLINE","2","0","25/4/2017"," 15:11:45","0","1","N","0","0","0","0","4","1","49","2"
"1621722","1","3","DCD-DED","ตามหาเธอจนเจอรัก&#12520;&#12540;&#12525;&#12483;&#12497;&#12398;&#31354;&#12392;&#30333;&#12356;&#38634;&#12395;","2","0","29/5/2017"," 12:25:35","0","1","N","0","0","0","0","39","15","1694","17"
"1619590","1","26","stella88","cranes","1","0","8/4/2017"," 20:25:46","0","1","N","0","0","0","0","4","0","132","6"
"1623168","1","0","iland","ชีวิตวันๆของจักรพรรดินีก็งี้แหละ","2","0","4/5/2017"," 2:36:38","0","1","N","0","0","0","0","2","2","10","0"
"1629586","1","3","__Devil","Please forget me.","2","0","24/4/2017"," 15:55:47","0","1","N","0","0","0","0","0","1","2","0"
"1624891","1","21","baitoey--toey","OS/SF : #รวมฟิคสั้นๆของAM All BTS","2","0","4/6/2017"," 0:03:37","0","1","N","0","0","0","0","7","1","299","5"
"1631944","1","21","Chutimonza","Check Rating Taeny ft.Royol","1","0","28/4/2017"," 3:18:55","0","1","N","0","0","0","0","9","0","216","8"
"1627944","1","26","limited_aftern","13 REASONS WHY ? #KOOKGA #VGA","2","0","25/5/2017"," 17:57:22","0","1","N","0","0","0","0","86","4","754","16"
"1633220","1","0","RukhiRukhi-Chan","The Garden Of ดอกคูณ (ภาคแยกของยูริโอะ)","2","0","30/4/2017"," 2:58:14","0","1","N","0","0","0","0","0","0","1","0"
"1633221","1","1","wqinge_","บุหลันดั้นเมฆ : &#26376;&#20113;&#31471;  (YAOI)","2","0","30/4/2017"," 3:00:20","0","1","N","0","0","0","0","14","1","513","18"
"1617317","1","4","tm_fade95","Love circle | ห่วงรัก","2","0","5/4/2017"," 12:34:27","0","1","N","0","0","0","0","0","0","2","0"
"1623430","1","26","mbendless","[GOT7] ตามสั่งมาร์คแบม","2","0","0000-00-00 00:00:00","0","1","N","0","0","0","0","3","0","165","4"
"1619012","1","2","389745612","Cadenza ยัยสุดห้าวกับหนุ่มแว่นจอมเคะ","2","0","7/4/2017"," 20:57:15","0","1","N","0","0","0","0","0","1","8","0"
"1619619","1","26","billme","[SF/OS ] 99.4km l CHANBAEK l KAIHUN l","2","0","11/4/2017"," 20:18:04","0","1","N","0","0","0","0","18","2","149","5"
"1615576","1","1","Latte-Capuchino","Love On ลำปาง #นำ้ส้มผสมเก๊กฮวย","1","0","2/4/2017"," 19:42:20","0","1","N","0","0","0","0","5","0","141","4"
"1630131","1","2","oxygenApple","oh my bad boy","2","0","20/5/2017"," 15:08:02","0","1","N","0","0","0","0","5","3","90","2"
"1630232","1","12","rinniesmooties","สร้อยอสูร","2","0","25/4/2017"," 15:54:21","0","1","N","0","0","0","0","3","0","88","3"
"1616069","1","12","Omom11","ชะตารักข้ามภพ สยบรักท่านแม่ทัพ","2","0","29/4/2017"," 16:21:34","0","1","N","0","0","0","0","147","9","4123","39"
"1615393","1","1","KG2002","AH..ความรัก","2","0","2/4/2017"," 14:29:03","0","1","N","0","0","0","0","0","1","2","0"
"1633486","1","3","relakumajoy","ซ่อนรัก สุภาพบุรุษร้าย","2","0","4/6/2017"," 11:24:10","0","1","N","0","0","0","0","66","12","2024","660"
"1631008","1","24","filmareyou","THE GAMER  ขโมยหัวใจนายขี้เก๊ก","2","0","26/4/2017"," 19:42:25","0","1","N","0","0","0","0","1","0","9","0"
"1631009","1","26","ppaeng1102","[FIC BTS] ดีกว่าก้าแทก็ไม่สน (VGA)","2","0","6/5/2017"," 10:38:51","0","1","N","0","0","0","0","19","3","119","1"
"1617157","1","26","cystralchram","SECRETLY LOVE - ความรักความลับ #คิมแทแอบรัก [ KOOKV "," YOONMIN ft. BTS ]","2","0","3/6/2017"," 16:30:10","0","1","N","0","0","0","0","1143","16","18038","3270"
"1620667","1","26","hitap","[BTS&#215;YOU] BUTTERFLY  PRODUCT -YNWA-","2","0","14/5/2017"," 11:40:19","0","1","N","0","0","0","0","2","2","66","0"
"1620729","1","26","Ace_fay","PLZ DON'T LEAVE ME. [LEO x N]","2","0","28/5/2017"," 14:31:15","0","1","N","0","0","0","0","30","6","523","20"
"1621398","1","1","Alittledream","ทัณฑ์เกมส์คนบาป : DEAD GAME DEAD END (Yaoi R18+ Dystopia)","2","0","16/4/2017"," 22:31:07","0","1","N","0","0","0","0","13","4","102","0"
"1618685","1","2","892144264","ชายหนุ่มสุดฮ็อดกับยัยเพ้อฝัน (jungkook x u)","2","0","7/4/2017"," 19:45:40","0","1","N","0","0","0","0","3","1","48","0"
"1633561","1","1","bleach25012","Bungou Stray Dogs [Yaoi] - [??? x OC]","2","0","30/4/2017"," 22:49:52","0","1","N","0","0","0","0","6","1","45","2"
"1630098","1","16","ShigeruRigeru","Steampunk Knight","2","0","25/4/2017"," 12:02:34","0","1","N","0","0","0","0","0","1","5","0"
"1629147","1","2","LOLYPOPPY","MONSTER  R.U.S.E :: กลรักอสูร","2","0","24/4/2017"," 17:23:59","0","1","N","0","0","0","0","5","1","35","0"
"1617598","1","0","thepigg_","จจฮิปโปว์ #junhwan","2","0","16/4/2017"," 18:53:55","0","1","N","0","0","0","0","7","4","56","0"
"1616941","1","2","PIJUBITIEPLANET","BET ON HER ll ท้าทายรัก","2","0","5/5/2017"," 19:48:41","0","1","N","0","0","0","0","69","0","85","1"
"1632059","1","4","toeywee15","รักที่เธอชี้ทาง","1","0","28/4/2017"," 12:02:12","0","1","N","0","0","0","0","0","0","2","0"
"1616650","1","2","_koko_za","ห้องตรงข้ามหนูจอง","2","0","11/4/2017"," 19:34:01","0","1","N","0","0","0","0","7","7","95","3"
"1619949","1","26","chonthida93","[MarkBam] My Roommate","2","0","15/4/2017"," 19:40:46","0","1","N","0","0","0","0","31","2","290","0"
"1621291","1","26","aaum_jeno","Fic:KINGSMAN { Markmin } FT. Haeno"," NCTDREAM&NCT","2","0","12/4/2017"," 0:20:05","0","1","N","0","0","0","0","41","1","278","2"
"1628729","1","2","narissrt","ดีต่อใจ","2","0","9/5/2017"," 23:48:59","0","1","N","0","0","0","0","204","2","2749","80"
"1633149","1","26","otto15","A Love Before (Petal 2) 2Eun Ft.Chomi Hajoo [ApinkcoupleYuri]","2","0","4/6/2017"," 0:45:48","0","1","N","0","0","0","0","95","18","4817","616"
"1627695","1","1","59kamonchanokta","No body love me เป็นแบบนี้ผมตายดีกว่า","2","0","27/5/2017"," 11:34:15","0","1","N","0","0","0","0","2","9","47","0"
"1627773","1","26","988321174","[BTS x YOU] sister bts น้องสาวของบังทัน","2","0","22/4/2017"," 17:59:06","0","1","N","0","0","0","0","30","1","248","10"
"1626806","1","16","MildBtob_mild","Hell No พระเจ้าช่วยผมด้วย","2","0","20/4/2017"," 10:24:03","0","1","N","0","0","0","0","2","1","5","0"
"1616576","1","16","Nawana1309","ความฝัน.....วันสิ้นโลก....","1","0","4/4/2017"," 8:42:57","0","1","N","0","0","0","0","3","0","17","0"
"1624351","1","0","-ka1p1ng-","[ONE PIECE]Translate:allxlaw","2","0","4/6/2017"," 17:32:37","0","1","N","0","0","0","0","109","111","5471","414"
"1617881","1","3","kllnz","เพียงใจ มีรัก","2","0","6/4/2017"," 2:04:00","0","1","N","0","0","0","0","0","0","6","0"
"1624466","1","26","chaocha-ar","[SF / OS] MINNO l  COUNTDOWN &#9829;","2","0","26/5/2017"," 4:11:45","0","1","N","0","0","0","0","58","4","598","6"
"1618578","1","26","MT_Zuza","[OS] ผมไม่ได้คิดถึงมาร์คฮยอง [MarkBam]","1","0","7/4/2017"," 13:56:20","0","1","N","0","0","0","0","7","0","540","4"
"1621184","1","30","sodadesga","นิยาย [fic mystic messenger] RFA x MC if you're happy"," I'll be happy (คำขอที่เป็นจริง)","2","0","11/4/2017"," 14:05:55","0","1","N","0","0","0","0","6","3","155","8"
"1627075","1","1","WangYuTing","(Yaoi) Love's Cat","2","0","20/4/2017"," 15:19:24","0","1","N","0","0","0","0","0","0","35","0"
"1618498","1","0","Apichaya94","[HYUNGWON X YOU] ซอนเบที่รัก","2","0","2/6/2017"," 23:34:35","0","1","N","0","0","0","0","79","15","831","47"
"1626028","1","26","bye_mybae","[ EXO ] CY LONELY #ชานยอลคนเหงา","2","0","18/4/2017"," 21:55:01","0","1","N","0","0","0","0","0","0","1","0"
"1615478","1","26","ST_Luffy","The Pirate...ผจญภัยในยุคโจรสลัด","2","0","24/5/2017"," 17:50:47","0","1","N","0","0","0","0","2","6","104","0"
"1617911","1","1","Ploy-Anisa","Draco X Harry ภารกิจที่ไม่คาดคิด","2","0","6/5/2017"," 16:30:48","0","1","N","0","0","0","0","30","9","256","6"
"1617522","1","26","Mixedberry","กาลครั้งหนึ่ง(MarkBam)","2","0","20/5/2017"," 8:00:42","0","1","N","0","0","0","0","15","3","187","4"
"1619671","1","0","BT2002","At.Platform 9&#190; - NOMIN","2","0","10/4/2017"," 0:02:40","0","1","N","0","0","0","0","21","1","122","0"
"1627136","3","0","981973713","Love secret #kookv","2","0","6/5/2017"," 11:31:09","0","1","N","0","0","0","0","20","3","395","2"
"1620071","1","4","Noyoha","(Fic) Inazuma Eleven Go (Yaoi) เดทสุดท้ายของเทนมะ","1","0","10/4/2017"," 2:05:09","0","1","N","0","0","0","0","8","0","585","11"
"1626137","3","0","888529","yoongi x jin ลูกหนี้...ที่รัก","2","0","20/4/2017"," 15:03:56","0","1","N","0","0","0","0","7","0","9","0"
"1627680","1","16","WaveTV","Death Lord ผู้พิชิตความตาย","2","0","21/4/2017"," 13:47:10","0","1","N","0","0","0","0","0","0","1","0"
"1614955","1","26","oumsonelovehyo","Love Blood เลือดรักแวมไพร์  [EXO_SNSD_f(x)_Seventeen_Gfriend]","2","0","10/4/2017"," 0:19:29","0","1","N","0","0","0","0","22","3","978","13"
"1629174","1","26","Remember1309","[ FIC BTS ] หมูก็เป็นแบบนี้แหละครับ || YOONMIN","2","0","4/6/2017"," 22:31:48","0","1","N","0","0","0","0","141","4","731","22"
"1621883","1","27","Music_pp_ll","เลือดคนละสาย[อันจริง]","2","1","28/5/2017"," 10:01:28","0","1","N","0","0","0","0","17","18","1017","25"
"1617860","1","26","flamegold","You Know [DubChaeng]","2","0","6/4/2017"," 1:15:58","0","1","N","0","0","0","0","16","1","239","3"
"1616890","1","0","843739722","การเเก้เเค้นของอตีดทิวา","2","0","3/5/2017"," 8:15:36","0","1","N","0","0","0","0","0","1","19","2"
"1616342","1","22","PaunJ","Soul core : : Love Once : :","2","0","28/5/2017"," 18:28:49","0","1","N","0","0","0","0","1","9","51","3"
"1618116","1","24","jerarat","(รอรีไรท์)Conqueror world soul online พิชิตโลกวิญาณออนไลน์","2","0","21/4/2017"," 8:57:11","0","1","N","0","0","0","0","79","15","1327","0"
"1628940","1","21","CheershinnoCh","FRIST LOVE { I feel you(: }","2","0","23/4/2017"," 15:27:13","0","1","N","0","0","0","0","0","0","3","0"
"1628209","1","1","manohan99","[นิยายทดลอง] ยังไม่มีชื่อเรื่องนะจ๊ะ","2","0","4/6/2017"," 8:42:52","0","1","N","0","0","0","0","7","7","48","1"
"1616431","1","4","SineCG","Lady's Vampire  "ฉันนี่ไงปีศาจร้าย"","2","0","6/4/2017"," 0:43:44","0","1","N","0","0","0","0","0","3","10","0"
"1617937","1","2","mamakissme","from a to z &#10149; i love u the most &#9829; แจกไลค์มันเฉยๆ งั้นเลิฟเลยก็แล้วกัน","2","0","7/4/2017"," 11:10:54","0","1","N","0","0","0","0","1","0","14","0"
"1614828","1","26","caremy","[ NCT ] 45.7 cm. l NOMIN","2","0","1/4/2017"," 18:46:07","0","1","N","0","0","0","0","20","0","6","0"
"1617026","1","16","pancation","สัตว์ปีศาจ","2","0","4/4/2017"," 21:54:30","0","1","N","0","0","0","0","0","0","2","0"
"1629756","1","12","thaniya221040","รสใดไหนเลยจะเท่ารสเจ้า [YAOI]","2","0","14/5/2017"," 18:13:22","0","1","N","0","0","0","0","50","2","841","17"
